Note: The temperature values on this sheet are 1,000-yr averages. ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Age;Summer Temp;1sigma+;1sigma-;2sigma+;2sigma-;;Age;ORBIT;;Age;MEBM;;Age;GLAC1D;;Age;ICE-6G;
(ka);(C);(C);(C);(C);(C);;(ka);(C);;(ka);(C);;(ka);(C);;(ka);(C);
0,516;-0,60;-0,37;-0,79;-0,14;-0,99;;;;;;;;;;;;;
0,517;-0,60;-0,37;-0,79;-0,14;-0,98;;;;;;;;;;;;;
0,518;-0,60;-0,37;-0,79;-0,14;-0,98;;;;;;;;;;;;;
0,519;-0,60;-0,37;-0,79;-0,14;-0,98;;;;;;;;;;;;;
0,520;-0,59;-0,36;-0,78;-0,13;-0,98;;;;;;;;;;;;;
0,521;-0,59;-0,36;-0,78;-0,13;-0,97;;;;;;;;;;;;;
0,522;-0,58;-0,35;-0,78;-0,12;-0,97;;;;;;;;;;;;;
0,523;-0,58;-0,35;-0,77;-0,12;-0,96;;;;;;;;;;;;;
0,524;-0,58;-0,35;-0,77;-0,11;-0,96;;;;;;;;;;;;;
0,525;-0,58;-0,35;-0,77;-0,11;-0,96;;;;;;;;;;;;;
0,526;-0,58;-0,34;-0,77;-0,11;-0,96;;;;;;;;;;;;;
0,527;-0,58;-0,35;-0,77;-0,12;-0,97;;;;;;;;;;;;;
0,528;-0,58;-0,35;-0,77;-0,11;-0,96;;;;;;;;;;;;;
0,529;-0,57;-0,34;-0,77;-0,11;-0,96;;;;;;;;;;;;;
0,530;-0,57;-0,34;-0,77;-0,11;-0,96;;;;;;;;;;;;;
0,531;-0,57;-0,34;-0,76;-0,10;-0,95;;;;;;;;;;;;;
0,532;-0,56;-0,33;-0,76;-0,10;-0,95;;;;;;;;;;;;;
0,533;-0,56;-0,32;-0,75;-0,09;-0,95;;;;;;;;;;;;;
0,534;-0,55;-0,31;-0,74;-0,08;-0,94;;;;;;;;;;;;;
0,535;-0,55;-0,31;-0,74;-0,08;-0,94;;;;;;;;;;;;;
0,536;-0,55;-0,31;-0,74;-0,08;-0,94;;;;;;;;;;;;;
0,537;-0,55;-0,31;-0,74;-0,07;-0,93;;;;;;;;;;;;;
0,538;-0,55;-0,31;-0,74;-0,08;-0,94;;;;;;;;;;;;;
0,539;-0,55;-0,31;-0,74;-0,08;-0,94;;;;;;;;;;;;;
0,540;-0,54;-0,31;-0,74;-0,07;-0,93;;;;;;;;;;;;;
0,541;-0,54;-0,30;-0,73;-0,06;-0,93;;;;;;;;;;;;;
0,542;-0,54;-0,30;-0,73;-0,06;-0,93;;;;;;;;;;;;;
0,543;-0,53;-0,30;-0,73;-0,06;-0,93;;;;;;;;;;;;;
0,544;-0,53;-0,30;-0,73;-0,06;-0,92;;;;;;;;;;;;;
0,545;-0,53;-0,29;-0,73;-0,06;-0,92;;;;;;;;;;;;;
0,546;-0,53;-0,29;-0,72;-0,05;-0,92;;;;;;;;;;;;;
0,547;-0,53;-0,29;-0,72;-0,06;-0,92;;;;;;;;;;;;;
0,548;-0,53;-0,29;-0,72;-0,06;-0,92;;;;;;;;;;;;;
0,549;-0,52;-0,29;-0,72;-0,05;-0,91;;;;;;;;;;;;;
0,550;-0,52;-0,29;-0,72;-0,05;-0,91;;;;;;;;;;;;;
0,551;-0,52;-0,29;-0,72;-0,05;-0,91;;;;;;;;;;;;;
0,552;-0,52;-0,29;-0,72;-0,05;-0,92;;;;;;;;;;;;;
0,553;-0,53;-0,29;-0,72;-0,06;-0,92;;;;;;;;;;;;;
0,554;-0,53;-0,29;-0,72;-0,06;-0,92;;;;;;;;;;;;;
0,555;-0,53;-0,29;-0,72;-0,06;-0,92;;;;;;;;;;;;;
0,556;-0,53;-0,30;-0,73;-0,06;-0,92;;;;;;;;;;;;;
0,557;-0,53;-0,29;-0,72;-0,06;-0,92;;;;;;;;;;;;;
0,558;-0,53;-0,30;-0,73;-0,06;-0,92;;;;;;;;;;;;;
0,559;-0,53;-0,29;-0,72;-0,06;-0,92;;;;;;;;;;;;;
0,560;-0,52;-0,29;-0,72;-0,05;-0,92;;;;;;;;;;;;;
0,561;-0,52;-0,29;-0,72;-0,05;-0,91;;;;;;;;;;;;;
0,562;-0,52;-0,29;-0,72;-0,05;-0,91;;;;;;;;;;;;;
0,563;-0,52;-0,29;-0,72;-0,05;-0,91;;;;;;;;;;;;;
0,564;-0,52;-0,28;-0,71;-0,05;-0,91;;;;;;;;;;;;;
0,565;-0,52;-0,28;-0,71;-0,05;-0,91;;;;;;;;;;;;;
0,566;-0,52;-0,28;-0,71;-0,04;-0,91;;;;;;;;;;;;;
0,567;-0,51;-0,28;-0,71;-0,04;-0,90;;;;;;;;;;;;;
0,568;-0,51;-0,28;-0,71;-0,04;-0,91;;;;;;;;;;;;;
0,569;-0,51;-0,28;-0,71;-0,04;-0,90;;;;;;;;;;;;;
0,570;-0,51;-0,28;-0,71;-0,04;-0,90;;;;;;;;;;;;;
0,571;-0,51;-0,28;-0,71;-0,04;-0,90;;;;;;;;;;;;;
0,572;-0,51;-0,28;-0,71;-0,04;-0,90;;;;;;;;;;;;;
0,573;-0,52;-0,28;-0,71;-0,05;-0,90;;;;;;;;;;;;;
0,574;-0,52;-0,28;-0,71;-0,05;-0,91;;;;;;;;;;;;;
0,575;-0,52;-0,28;-0,71;-0,05;-0,90;;;;;;;;;;;;;
0,576;-0,51;-0,28;-0,71;-0,05;-0,90;;;;;;;;;;;;;
0,577;-0,51;-0,28;-0,71;-0,05;-0,90;;;;;;;;;;;;;
0,578;-0,51;-0,28;-0,71;-0,04;-0,90;;;;;;;;;;;;;
0,579;-0,51;-0,27;-0,70;-0,04;-0,90;;;;;;;;;;;;;
0,580;-0,50;-0,27;-0,70;-0,04;-0,89;;;;;;;;;;;;;
0,581;-0,50;-0,26;-0,69;-0,03;-0,89;;;;;;;;;;;;;
0,582;-0,50;-0,26;-0,69;-0,03;-0,89;;;;;;;;;;;;;
0,583;-0,50;-0,26;-0,69;-0,03;-0,89;;;;;;;;;;;;;
0,584;-0,50;-0,26;-0,69;-0,03;-0,89;;;;;;;;;;;;;
0,585;-0,50;-0,26;-0,69;-0,02;-0,89;;;;;;;;;;;;;
0,586;-0,49;-0,26;-0,69;-0,02;-0,89;;;;;;;;;;;;;
0,587;-0,50;-0,26;-0,69;-0,03;-0,89;;;;;;;;;;;;;
0,588;-0,49;-0,26;-0,69;-0,02;-0,89;;;;;;;;;;;;;
0,589;-0,49;-0,25;-0,69;-0,02;-0,88;;;;;;;;;;;;;
0,590;-0,49;-0,25;-0,68;-0,02;-0,88;;;;;;;;;;;;;
0,591;-0,48;-0,25;-0,68;-0,01;-0,88;;;;;;;;;;;;;
0,592;-0,48;-0,25;-0,68;-0,01;-0,88;;;;;;;;;;;;;
0,593;-0,48;-0,24;-0,68;-0,01;-0,87;;;;;;;;;;;;;
0,594;-0,48;-0,24;-0,68;0,00;-0,87;;;;;;;;;;;;;
0,595;-0,48;-0,24;-0,68;0,00;-0,87;;;;;;;;;;;;;
0,596;-0,48;-0,24;-0,67;0,00;-0,87;;;;;;;;;;;;;
0,597;-0,48;-0,24;-0,68;0,00;-0,87;;;;;;;;;;;;;
0,598;-0,48;-0,24;-0,68;-0,01;-0,88;;;;;;;;;;;;;
0,599;-0,48;-0,24;-0,68;-0,01;-0,88;;;;;;;;;;;;;
0,600;-0,48;-0,24;-0,68;0,00;-0,87;;;;;;;;;;;;;
0,601;-0,47;-0,24;-0,67;0,00;-0,87;;;;;;;;;;;;;
0,602;-0,47;-0,24;-0,67;0,00;-0,87;;;;;;;;;;;;;
0,603;-0,47;-0,24;-0,67;0,00;-0,87;;;;;;;;;;;;;
0,604;-0,47;-0,23;-0,67;0,00;-0,87;;;;;;;;;;;;;
0,605;-0,47;-0,23;-0,66;0,01;-0,86;;;;;;;;;;;;;
0,606;-0,46;-0,23;-0,66;0,01;-0,86;;;;;;;;;;;;;
0,607;-0,46;-0,22;-0,66;0,01;-0,86;;;;;;;;;;;;;
0,608;-0,46;-0,22;-0,66;0,01;-0,86;;;;;;;;;;;;;
0,609;-0,46;-0,22;-0,66;0,01;-0,86;;;;;;;;;;;;;
0,610;-0,46;-0,22;-0,66;0,02;-0,86;;;;;;;;;;;;;
0,611;-0,46;-0,22;-0,66;0,02;-0,85;;;;;;;;;;;;;
0,612;-0,46;-0,22;-0,66;0,02;-0,86;;;;;;;;;;;;;
0,613;-0,46;-0,22;-0,66;0,02;-0,86;;;;;;;;;;;;;
0,614;-0,46;-0,22;-0,65;0,02;-0,85;;;;;;;;;;;;;
0,615;-0,45;-0,21;-0,65;0,03;-0,85;;;;;;;;;;;;;
0,616;-0,45;-0,21;-0,65;0,03;-0,85;;;;;;;;;;;;;
0,617;-0,45;-0,21;-0,65;0,03;-0,85;;;;;;;;;;;;;
0,618;-0,45;-0,21;-0,65;0,03;-0,85;;;;;;;;;;;;;
0,619;-0,45;-0,21;-0,65;0,03;-0,85;;;;;;;;;;;;;
0,620;-0,45;-0,21;-0,65;0,03;-0,85;;;;;;;;;;;;;
0,621;-0,45;-0,21;-0,65;0,03;-0,85;;;;;;;;;;;;;
0,622;-0,45;-0,21;-0,65;0,03;-0,85;;;;;;;;;;;;;
0,623;-0,45;-0,21;-0,65;0,03;-0,85;;;;;;;;;;;;;
0,624;-0,45;-0,21;-0,65;0,03;-0,85;;;;;;;;;;;;;
0,625;-0,45;-0,21;-0,65;0,03;-0,85;;;;;;;;;;;;;
0,626;-0,46;-0,22;-0,66;0,02;-0,86;;;;;;;;;;;;;
0,627;-0,46;-0,22;-0,66;0,02;-0,86;;;;;;;;;;;;;
0,628;-0,46;-0,22;-0,66;0,03;-0,86;;;;;;;;;;;;;
0,629;-0,45;-0,21;-0,65;0,03;-0,85;;;;;;;;;;;;;
0,630;-0,45;-0,21;-0,65;0,03;-0,85;;;;;;;;;;;;;
0,631;-0,44;-0,20;-0,64;0,04;-0,84;;;;;;;;;;;;;
0,632;-0,44;-0,20;-0,64;0,05;-0,84;;;;;;;;;;;;;
0,633;-0,44;-0,20;-0,64;0,05;-0,84;;;;;;;;;;;;;
0,634;-0,44;-0,19;-0,64;0,05;-0,84;;;;;;;;;;;;;
0,635;-0,43;-0,19;-0,63;0,06;-0,83;;;;;;;;;;;;;
0,636;-0,43;-0,19;-0,63;0,06;-0,83;;;;;;;;;;;;;
0,637;-0,43;-0,19;-0,63;0,06;-0,83;;;;;;;;;;;;;
0,638;-0,43;-0,19;-0,63;0,06;-0,83;;;;;;;;;;;;;
0,639;-0,43;-0,19;-0,63;0,06;-0,83;;;;;;;;;;;;;
0,640;-0,43;-0,18;-0,63;0,06;-0,83;;;;;;;;;;;;;
0,641;-0,42;-0,18;-0,62;0,07;-0,82;;;;;;;;;;;;;
0,642;-0,41;-0,17;-0,62;0,07;-0,82;;;;;;;;;;;;;
0,643;-0,41;-0,17;-0,61;0,08;-0,82;;;;;;;;;;;;;
0,644;-0,41;-0,16;-0,61;0,08;-0,81;;;;;;;;;;;;;
0,645;-0,40;-0,16;-0,60;0,09;-0,81;;;;;;;;;;;;;
0,646;-0,40;-0,16;-0,60;0,09;-0,81;;;;;;;;;;;;;
0,647;-0,40;-0,16;-0,61;0,08;-0,81;;;;;;;;;;;;;
0,648;-0,41;-0,16;-0,61;0,08;-0,81;;;;;;;;;;;;;
0,649;-0,41;-0,17;-0,61;0,08;-0,82;;;;;;;;;;;;;
0,650;-0,41;-0,16;-0,61;0,08;-0,81;;;;;;;;;;;;;
0,651;-0,40;-0,16;-0,60;0,09;-0,81;;;;;;;;;;;;;
0,652;-0,40;-0,16;-0,61;0,09;-0,81;;;;;;;;;;;;;
0,653;-0,41;-0,16;-0,61;0,08;-0,81;;;;;;;;;;;;;
0,654;-0,40;-0,16;-0,61;0,08;-0,81;;;;;;;;;;;;;
0,655;-0,40;-0,16;-0,60;0,09;-0,80;;;;;;;;;;;;;
0,656;-0,40;-0,15;-0,60;0,09;-0,80;;;;;;;;;;;;;
0,657;-0,40;-0,15;-0,60;0,09;-0,80;;;;;;;;;;;;;
0,658;-0,40;-0,15;-0,60;0,09;-0,80;;;;;;;;;;;;;
0,659;-0,40;-0,15;-0,60;0,09;-0,80;;;;;;;;;;;;;
0,660;-0,40;-0,15;-0,60;0,09;-0,80;;;;;;;;;;;;;
0,661;-0,40;-0,15;-0,60;0,09;-0,80;;;;;;;;;;;;;
0,662;-0,39;-0,15;-0,60;0,09;-0,80;;;;;;;;;;;;;
0,663;-0,39;-0,15;-0,60;0,09;-0,80;;;;;;;;;;;;;
0,664;-0,39;-0,15;-0,60;0,09;-0,80;;;;;;;;;;;;;
0,665;-0,39;-0,15;-0,60;0,09;-0,80;;;;;;;;;;;;;
0,666;-0,39;-0,15;-0,60;0,10;-0,80;;;;;;;;;;;;;
0,667;-0,39;-0,14;-0,59;0,10;-0,80;;;;;;;;;;;;;
0,668;-0,39;-0,14;-0,59;0,10;-0,80;;;;;;;;;;;;;
0,669;-0,39;-0,14;-0,59;0,10;-0,79;;;;;;;;;;;;;
0,670;-0,38;-0,14;-0,59;0,10;-0,79;;;;;;;;;;;;;
0,671;-0,38;-0,14;-0,59;0,11;-0,79;;;;;;;;;;;;;
0,672;-0,38;-0,14;-0,59;0,11;-0,79;;;;;;;;;;;;;
0,673;-0,39;-0,14;-0,59;0,10;-0,79;;;;;;;;;;;;;
0,674;-0,39;-0,15;-0,59;0,10;-0,80;;;;;;;;;;;;;
0,675;-0,39;-0,14;-0,59;0,10;-0,80;;;;;;;;;;;;;
0,676;-0,39;-0,14;-0,59;0,10;-0,80;;;;;;;;;;;;;
0,677;-0,39;-0,14;-0,59;0,10;-0,80;;;;;;;;;;;;;
0,678;-0,38;-0,14;-0,59;0,10;-0,79;;;;;;;;;;;;;
0,679;-0,38;-0,13;-0,58;0,11;-0,79;;;;;;;;;;;;;
0,680;-0,38;-0,14;-0,58;0,11;-0,79;;;;;;;;;;;;;
0,681;-0,38;-0,14;-0,58;0,11;-0,79;;;;;;;;;;;;;
0,682;-0,38;-0,13;-0,58;0,11;-0,79;;;;;;;;;;;;;
0,683;-0,38;-0,13;-0,58;0,11;-0,79;;;;;;;;;;;;;
0,684;-0,38;-0,13;-0,58;0,11;-0,79;;;;;;;;;;;;;
0,685;-0,38;-0,13;-0,58;0,11;-0,79;;;;;;;;;;;;;
0,686;-0,38;-0,13;-0,58;0,11;-0,79;;;;;;;;;;;;;
0,687;-0,38;-0,13;-0,58;0,11;-0,79;;;;;;;;;;;;;
0,688;-0,38;-0,13;-0,58;0,11;-0,79;;;;;;;;;;;;;
0,689;-0,38;-0,13;-0,58;0,11;-0,79;;;;;;;;;;;;;
0,690;-0,38;-0,14;-0,59;0,11;-0,79;;;;;;;;;;;;;
0,691;-0,38;-0,13;-0,58;0,11;-0,79;;;;;;;;;;;;;
0,692;-0,38;-0,13;-0,58;0,11;-0,79;;;;;;;;;;;;;
0,693;-0,37;-0,13;-0,58;0,12;-0,78;;;;;;;;;;;;;
0,694;-0,37;-0,12;-0,57;0,12;-0,78;;;;;;;;;;;;;
0,695;-0,36;-0,12;-0,57;0,13;-0,77;;;;;;;;;;;;;
0,696;-0,37;-0,12;-0,57;0,13;-0,78;;;;;;;;;;;;;
0,697;-0,37;-0,12;-0,57;0,12;-0,78;;;;;;;;;;;;;
0,698;-0,36;-0,12;-0,57;0,13;-0,78;;;;;;;;;;;;;
0,699;-0,36;-0,11;-0,57;0,13;-0,77;;;;;;;;;;;;;
0,700;-0,36;-0,11;-0,56;0,13;-0,77;;;;;;;;;;;;;
0,701;-0,36;-0,11;-0,56;0,14;-0,77;;;;;;;;;;;;;
0,702;-0,35;-0,11;-0,56;0,14;-0,76;;;;;;;;;;;;;
0,703;-0,35;-0,10;-0,56;0,14;-0,76;;;;;;;;;;;;;
0,704;-0,35;-0,10;-0,55;0,15;-0,76;;;;;;;;;;;;;
0,705;-0,34;-0,10;-0,55;0,15;-0,76;;;;;;;;;;;;;
0,706;-0,34;-0,09;-0,54;0,16;-0,75;;;;;;;;;;;;;
0,707;-0,34;-0,09;-0,54;0,16;-0,75;;;;;;;;;;;;;
0,708;-0,34;-0,09;-0,54;0,16;-0,75;;;;;;;;;;;;;
0,709;-0,33;-0,09;-0,54;0,16;-0,75;;;;;;;;;;;;;
0,710;-0,33;-0,08;-0,54;0,16;-0,74;;;;;;;;;;;;;
0,711;-0,33;-0,08;-0,54;0,16;-0,74;;;;;;;;;;;;;
0,712;-0,33;-0,08;-0,54;0,17;-0,74;;;;;;;;;;;;;
0,713;-0,33;-0,08;-0,54;0,17;-0,74;;;;;;;;;;;;;
0,714;-0,33;-0,08;-0,54;0,16;-0,75;;;;;;;;;;;;;
0,715;-0,34;-0,09;-0,54;0,16;-0,75;;;;;;;;;;;;;
0,716;-0,34;-0,09;-0,54;0,16;-0,75;;;;;;;;;;;;;
0,717;-0,33;-0,09;-0,54;0,16;-0,75;;;;;;;;;;;;;
0,718;-0,33;-0,09;-0,54;0,16;-0,75;;;;;;;;;;;;;
0,719;-0,33;-0,08;-0,54;0,16;-0,75;;;;;;;;;;;;;
0,720;-0,33;-0,08;-0,54;0,17;-0,75;;;;;;;;;;;;;
0,721;-0,33;-0,08;-0,54;0,17;-0,75;;;;;;;;;;;;;
0,722;-0,33;-0,08;-0,54;0,17;-0,74;;;;;;;;;;;;;
0,723;-0,33;-0,08;-0,54;0,17;-0,74;;;;;;;;;;;;;
0,724;-0,33;-0,08;-0,54;0,17;-0,74;;;;;;;;;;;;;
0,725;-0,33;-0,08;-0,54;0,17;-0,74;;;;;;;;;;;;;
0,726;-0,33;-0,08;-0,53;0,17;-0,74;;;;;;;;;;;;;
0,727;-0,33;-0,08;-0,53;0,17;-0,74;;;;;;;;;;;;;
0,728;-0,33;-0,08;-0,53;0,17;-0,74;;;;;;;;;;;;;
0,729;-0,32;-0,07;-0,53;0,18;-0,74;;;;;;;;;;;;;
0,730;-0,32;-0,07;-0,53;0,18;-0,73;;;;;;;;;;;;;
0,731;-0,32;-0,07;-0,53;0,18;-0,73;;;;;;;;;;;;;
0,732;-0,32;-0,07;-0,53;0,18;-0,73;;;;;;;;;;;;;
0,733;-0,31;-0,06;-0,52;0,19;-0,73;;;;;;;;;;;;;
0,734;-0,31;-0,06;-0,52;0,19;-0,72;;;;;;;;;;;;;
0,735;-0,31;-0,06;-0,52;0,19;-0,72;;;;;;;;;;;;;
0,736;-0,31;-0,05;-0,51;0,20;-0,72;;;;;;;;;;;;;
0,737;-0,30;-0,05;-0,51;0,20;-0,72;;;;;;;;;;;;;
0,738;-0,30;-0,05;-0,51;0,20;-0,72;;;;;;;;;;;;;
0,739;-0,30;-0,05;-0,51;0,21;-0,72;;;;;;;;;;;;;
0,740;-0,30;-0,04;-0,50;0,21;-0,71;;;;;;;;;;;;;
0,741;-0,29;-0,04;-0,50;0,21;-0,71;;;;;;;;;;;;;
0,742;-0,29;-0,04;-0,50;0,21;-0,71;;;;;;;;;;;;;
0,743;-0,29;-0,04;-0,50;0,22;-0,71;;;;;;;;;;;;;
0,744;-0,29;-0,04;-0,50;0,21;-0,71;;;;;;;;;;;;;
0,745;-0,29;-0,04;-0,50;0,22;-0,71;;;;;;;;;;;;;
0,746;-0,28;-0,03;-0,49;0,22;-0,70;;;;;;;;;;;;;
0,747;-0,28;-0,03;-0,49;0,22;-0,70;;;;;;;;;;;;;
0,748;-0,28;-0,03;-0,49;0,23;-0,70;;;;;;;;;;;;;
0,749;-0,28;-0,02;-0,49;0,23;-0,70;;;;;;;;;;;;;
0,750;-0,28;-0,03;-0,49;0,23;-0,70;;;;;;;;;;;;;
0,751;-0,28;-0,02;-0,49;0,23;-0,70;;;;;;;;;;;;;
0,752;-0,27;-0,02;-0,48;0,23;-0,69;;;;;;;;;;;;;
0,753;-0,27;-0,02;-0,48;0,24;-0,69;;;;;;;;;;;;;
0,754;-0,27;-0,02;-0,48;0,23;-0,69;;;;;;;;;;;;;
0,755;-0,28;-0,02;-0,49;0,23;-0,70;;;;;;;;;;;;;
0,756;-0,28;-0,03;-0,49;0,22;-0,70;;;;;;;;;;;;;
0,757;-0,29;-0,03;-0,50;0,22;-0,71;;;;;;;;;;;;;
0,758;-0,29;-0,03;-0,50;0,22;-0,71;;;;;;;;;;;;;
0,759;-0,29;-0,03;-0,50;0,22;-0,71;;;;;;;;;;;;;
0,760;-0,29;-0,03;-0,50;0,22;-0,71;;;;;;;;;;;;;
0,761;-0,29;-0,03;-0,50;0,22;-0,71;;;;;;;;;;;;;
0,762;-0,28;-0,03;-0,49;0,23;-0,70;;;;;;;;;;;;;
0,763;-0,28;-0,03;-0,49;0,23;-0,70;;;;;;;;;;;;;
0,764;-0,28;-0,03;-0,49;0,23;-0,70;;;;;;;;;;;;;
0,765;-0,28;-0,02;-0,49;0,23;-0,70;;;;;;;;;;;;;
0,766;-0,28;-0,02;-0,49;0,23;-0,70;;;;;;;;;;;;;
0,767;-0,28;-0,02;-0,49;0,23;-0,70;;;;;;;;;;;;;
0,768;-0,28;-0,02;-0,49;0,23;-0,70;;;;;;;;;;;;;
0,769;-0,28;-0,02;-0,49;0,23;-0,70;;;;;;;;;;;;;
0,770;-0,27;-0,02;-0,48;0,24;-0,69;;;;;;;;;;;;;
0,771;-0,27;-0,02;-0,48;0,24;-0,69;;;;;;;;;;;;;
0,772;-0,27;-0,01;-0,48;0,24;-0,69;;;;;;;;;;;;;
0,773;-0,27;-0,01;-0,48;0,24;-0,69;;;;;;;;;;;;;
0,774;-0,27;-0,01;-0,48;0,24;-0,69;;;;;;;;;;;;;
0,775;-0,26;-0,01;-0,47;0,24;-0,68;;;;;;;;;;;;;
0,776;-0,26;-0,01;-0,47;0,25;-0,68;;;;;;;;;;;;;
0,777;-0,26;0,00;-0,47;0,25;-0,68;;;;;;;;;;;;;
0,778;-0,26;0,00;-0,47;0,25;-0,68;;;;;;;;;;;;;
0,779;-0,26;0,00;-0,47;0,25;-0,68;;;;;;;;;;;;;
0,780;-0,25;0,00;-0,46;0,26;-0,67;;;;;;;;;;;;;
0,781;-0,25;0,00;-0,46;0,26;-0,67;;;;;;;;;;;;;
0,782;-0,25;0,00;-0,46;0,26;-0,67;;;;;;;;;;;;;
0,783;-0,25;0,00;-0,46;0,26;-0,67;;;;;;;;;;;;;
0,784;-0,25;0,01;-0,46;0,26;-0,67;;;;;;;;;;;;;
0,785;-0,24;0,01;-0,45;0,27;-0,67;;;;;;;;;;;;;
0,786;-0,24;0,01;-0,45;0,27;-0,66;;;;;;;;;;;;;
0,787;-0,24;0,01;-0,45;0,27;-0,66;;;;;;;;;;;;;
0,788;-0,25;0,01;-0,46;0,26;-0,67;;;;;;;;;;;;;
0,789;-0,25;0,01;-0,46;0,26;-0,67;;;;;;;;;;;;;
0,790;-0,25;0,00;-0,46;0,26;-0,67;;;;;;;;;;;;;
0,791;-0,26;0,00;-0,47;0,25;-0,68;;;;;;;;;;;;;
0,792;-0,26;-0,01;-0,47;0,25;-0,68;;;;;;;;;;;;;
0,793;-0,26;0,00;-0,47;0,25;-0,68;;;;;;;;;;;;;
0,794;-0,26;-0,01;-0,47;0,25;-0,68;;;;;;;;;;;;;
0,795;-0,26;-0,01;-0,47;0,25;-0,68;;;;;;;;;;;;;
0,796;-0,26;0,00;-0,47;0,25;-0,68;;;;;;;;;;;;;
0,797;-0,26;0,00;-0,47;0,25;-0,68;;;;;;;;;;;;;
0,798;-0,25;0,00;-0,46;0,26;-0,67;;;;;;;;;;;;;
0,799;-0,25;0,00;-0,46;0,26;-0,67;;;;;;;;;;;;;
0,800;-0,25;0,00;-0,46;0,26;-0,67;;;;;;;;;;;;;
0,801;-0,25;0,00;-0,46;0,26;-0,67;;;;;;;;;;;;;
0,802;-0,25;0,00;-0,46;0,26;-0,67;;;;;;;;;;;;;
0,803;-0,25;0,00;-0,46;0,26;-0,67;;;;;;;;;;;;;
0,804;-0,25;0,00;-0,46;0,26;-0,67;;;;;;;;;;;;;
0,805;-0,25;0,00;-0,46;0,26;-0,67;;;;;;;;;;;;;
0,806;-0,25;0,00;-0,46;0,25;-0,67;;;;;;;;;;;;;
0,807;-0,26;0,00;-0,47;0,25;-0,67;;;;;;;;;;;;;
0,808;-0,25;0,00;-0,46;0,26;-0,67;;;;;;;;;;;;;
0,809;-0,25;0,00;-0,46;0,26;-0,67;;;;;;;;;;;;;
0,810;-0,25;0,01;-0,46;0,26;-0,67;;;;;;;;;;;;;
0,811;-0,25;0,00;-0,46;0,26;-0,67;;;;;;;;;;;;;
0,812;-0,25;0,00;-0,46;0,26;-0,67;;;;;;;;;;;;;
0,813;-0,25;0,01;-0,46;0,26;-0,67;;;;;;;;;;;;;
0,814;-0,25;0,00;-0,46;0,26;-0,67;;;;;;;;;;;;;
0,815;-0,25;0,00;-0,46;0,26;-0,67;;;;;;;;;;;;;
0,816;-0,25;0,00;-0,46;0,25;-0,67;;;;;;;;;;;;;
0,817;-0,25;0,00;-0,46;0,25;-0,67;;;;;;;;;;;;;
0,818;-0,25;0,00;-0,46;0,25;-0,67;;;;;;;;;;;;;
0,819;-0,25;0,00;-0,46;0,25;-0,67;;;;;;;;;;;;;
0,820;-0,25;0,00;-0,46;0,26;-0,67;;;;;;;;;;;;;
0,821;-0,25;0,01;-0,46;0,26;-0,66;;;;;;;;;;;;;
0,822;-0,25;0,01;-0,46;0,26;-0,66;;;;;;;;;;;;;
0,823;-0,24;0,01;-0,45;0,26;-0,66;;;;;;;;;;;;;
0,824;-0,24;0,01;-0,45;0,26;-0,66;;;;;;;;;;;;;
0,825;-0,24;0,01;-0,45;0,26;-0,66;;;;;;;;;;;;;
0,826;-0,25;0,01;-0,45;0,26;-0,66;;;;;;;;;;;;;
0,827;-0,25;0,01;-0,45;0,26;-0,66;;;;;;;;;;;;;
0,828;-0,25;0,01;-0,45;0,26;-0,66;;;;;;;;;;;;;
0,829;-0,24;0,01;-0,45;0,26;-0,66;;;;;;;;;;;;;
0,830;-0,24;0,01;-0,45;0,26;-0,66;;;;;;;;;;;;;
0,831;-0,24;0,01;-0,45;0,27;-0,65;;;;;;;;;;;;;
0,832;-0,23;0,02;-0,44;0,27;-0,65;;;;;;;;;;;;;
0,833;-0,23;0,02;-0,44;0,28;-0,65;;;;;;;;;;;;;
0,834;-0,22;0,03;-0,43;0,28;-0,65;;;;;;;;;;;;;
0,835;-0,23;0,03;-0,44;0,28;-0,65;;;;;;;;;;;;;
0,836;-0,22;0,03;-0,43;0,28;-0,64;;;;;;;;;;;;;
0,837;-0,22;0,03;-0,43;0,28;-0,64;;;;;;;;;;;;;
0,838;-0,22;0,03;-0,43;0,28;-0,64;;;;;;;;;;;;;
0,839;-0,22;0,03;-0,44;0,28;-0,65;;;;;;;;;;;;;
0,840;-0,22;0,03;-0,43;0,28;-0,64;;;;;;;;;;;;;
0,841;-0,22;0,03;-0,43;0,28;-0,64;;;;;;;;;;;;;
0,842;-0,22;0,03;-0,43;0,28;-0,64;;;;;;;;;;;;;
0,843;-0,22;0,03;-0,43;0,28;-0,64;;;;;;;;;;;;;
0,844;-0,21;0,04;-0,42;0,29;-0,63;;;;;;;;;;;;;
0,845;-0,21;0,04;-0,42;0,29;-0,63;;;;;;;;;;;;;
0,846;-0,21;0,04;-0,42;0,29;-0,63;;;;;;;;;;;;;
0,847;-0,21;0,04;-0,42;0,29;-0,63;;;;;;;;;;;;;
0,848;-0,21;0,04;-0,42;0,29;-0,63;;;;;;;;;;;;;
0,849;-0,20;0,05;-0,41;0,30;-0,63;;;;;;;;;;;;;
0,850;-0,21;0,05;-0,42;0,30;-0,63;;;;;;;;;;;;;
0,851;-0,20;0,05;-0,41;0,30;-0,62;;;;;;;;;;;;;
